category,latitude,longitude
5,-88.2421875,-48.1640625
5,-88.2421875,-47.109375
5,-88.2421875,-46.0546875
5,-88.2421875,-45.0
5,-88.2421875,-43.9453125
5,-88.2421875,-42.890625
5,-88.2421875,-41.8359375
5,-88.2421875,-40.78125
5,-88.2421875,-39.7265625
5,-88.2421875,-38.671875
5,-88.2421875,-37.6171875
5,-88.2421875,-36.5625
5,-88.2421875,-35.5078125
4,-88.2421875,-34.453125
4,-88.2421875,-33.3984375
4,-88.2421875,-32.34375
4,-88.2421875,-31.2890625
4,-88.2421875,-30.234375
4,-88.2421875,-29.1796875
4,-88.2421875,-28.125
4,-88.2421875,-27.0703125
4,-88.2421875,-26.015625
4,-88.2421875,-24.9609375
4,-88.2421875,-23.90625
4,-88.2421875,-22.8515625
4,-88.2421875,-21.796875
4,-88.2421875,-20.7421875
4,-88.2421875,-19.6875
4,-88.2421875,-18.6328125
4,-88.2421875,-17.578125
4,-88.2421875,-16.5234375
4,-88.2421875,-15.46875
3,-88.2421875,-14.4140625
3,-88.2421875,-13.359375
3,-88.2421875,-12.3046875
3,-88.2421875,-11.25
3,-88.2421875,-10.1953125
3,-88.2421875,-9.140625
3,-88.2421875,-8.0859375
3,-88.2421875,-7.03125
3,-88.2421875,-5.9765625
3,-88.2421875,-4.921875
3,-88.2421875,-3.8671875
3,-88.2421875,-2.8125
3,-88.2421875,-1.7578125
3,-88.2421875,-0.703125
3,-88.2421875,0.3515625
3,-88.2421875,1.40625
3,-88.2421875,2.4609375
3,-88.2421875,3.515625
3,-88.2421875,4.5703125
3,-88.2421875,5.625
3,-88.2421875,6.6796875
3,-88.2421875,7.734375
3,-88.2421875,8.7890625
3,-88.2421875,9.84375
3,-87.890625,-107.2265625
3,-87.890625,-106.171875
3,-87.890625,-105.1171875
3,-87.890625,-104.0625
3,-87.890625,-103.0078125
3,-87.890625,-101.953125
3,-87.890625,-100.8984375
3,-87.890625,-99.84375
3,-87.890625,-98.7890625
3,-87.890625,-97.734375
3,-87.890625,-96.6796875
3,-87.890625,-95.625
3,-87.890625,-94.5703125
3,-87.890625,-93.515625
3,-87.890625,-92.4609375
3,-87.890625,-91.40625
3,-87.890625,-90.3515625
3,-87.890625,-89.296875
3,-87.890625,-88.2421875
4,-87.890625,-87.1875
4,-87.890625,-86.1328125
4,-87.890625,-85.078125
4,-87.890625,-84.0234375
4,-87.890625,-82.96875
4,-87.890625,-81.9140625
4,-87.890625,-80.859375
4,-87.890625,-79.8046875
4,-87.890625,-78.75
4,-87.890625,-77.6953125
4,-87.890625,-76.640625
4,-87.890625,-75.5859375
4,-87.890625,-74.53125
4,-87.890625,-73.4765625
4,-87.890625,-72.421875
4,-87.890625,-71.3671875
4,-87.890625,-70.3125
4,-87.890625,-69.2578125
4,-87.890625,-68.203125
4,-87.890625,-67.1484375
4,-87.890625,-66.09375
4,-87.890625,-65.0390625
4,-87.890625,-63.984375
4,-87.890625,-62.9296875
4,-87.890625,-61.875
5,-87.890625,-60.8203125
5,-87.890625,-59.765625
5,-87.890625,-58.7109375
5,-87.890625,-57.65625
5,-87.890625,-56.6015625
5,-87.890625,-55.546875
5,-87.890625,-54.4921875
5,-87.890625,-53.4375
5,-87.890625,-52.3828125
5,-87.890625,-51.328125
5,-87.890625,-50.2734375
5,-87.890625,-49.21875
5,-87.890625,-48.1640625
5,-87.890625,-47.109375
5,-87.890625,-46.0546875
5,-87.890625,-45.0
5,-87.890625,-43.9453125
5,-87.890625,-42.890625
5,-87.890625,-41.8359375
5,-87.890625,-40.78125
5,-87.890625,-39.7265625
5,-87.890625,-38.671875
5,-87.890625,-37.6171875
5,-87.890625,-36.5625
5,-87.890625,-35.5078125
5,-87.890625,-34.453125
5,-87.890625,-33.3984375
5,-87.890625,-32.34375
5,-87.890625,-31.2890625
5,-87.890625,-30.234375
5,-87.890625,-29.1796875
5,-87.890625,-28.125
4,-87.890625,-27.0703125
4,-87.890625,-26.015625
4,-87.890625,-24.9609375
4,-87.890625,-23.90625
4,-87.890625,-22.8515625
4,-87.890625,-21.796875
4,-87.890625,-20.7421875
4,-87.890625,-19.6875
4,-87.890625,-18.6328125
4,-87.890625,-17.578125
4,-87.890625,-16.5234375
4,-87.890625,-15.46875
4,-87.890625,-14.4140625
4,-87.890625,-13.359375
4,-87.890625,-12.3046875
3,-87.890625,-11.25
3,-87.890625,-10.1953125
3,-87.890625,-9.140625
3,-87.890625,-8.0859375
3,-87.890625,-7.03125
3,-87.890625,-5.9765625
3,-87.890625,-4.921875
3,-87.890625,-3.8671875
3,-87.890625,-2.8125
3,-87.890625,-1.7578125
3,-87.890625,-0.703125
3,-87.890625,0.3515625
3,-87.890625,1.40625
3,-87.890625,2.4609375
3,-87.890625,3.515625
3,-87.890625,4.5703125
3,-87.890625,5.625
3,-87.890625,6.6796875
3,-87.890625,7.734375
3,-87.890625,8.7890625
3,-87.890625,9.84375
3,-87.890625,10.8984375
3,-87.890625,11.953125
3,-87.890625,13.0078125
3,-87.5390625,-113.5546875
3,-87.5390625,-112.5
3,-87.5390625,-111.4453125
3,-87.5390625,-110.390625
3,-87.5390625,-109.3359375
3,-87.5390625,-108.28125
3,-87.5390625,-107.2265625
3,-87.5390625,-106.171875
3,-87.5390625,-105.1171875
3,-87.5390625,-104.0625
3,-87.5390625,-103.0078125
3,-87.5390625,-101.953125
3,-87.5390625,-100.8984375
3,-87.5390625,-99.84375
3,-87.5390625,-98.7890625
3,-87.5390625,-97.734375
3,-87.5390625,-96.6796875
3,-87.5390625,-95.625
4,-87.5390625,-94.5703125
4,-87.5390625,-93.515625
4,-87.5390625,-92.4609375
4,-87.5390625,-91.40625
4,-87.5390625,-90.3515625
4,-87.5390625,-89.296875
4,-87.5390625,-88.2421875
4,-87.5390625,-87.1875
4,-87.5390625,-86.1328125
4,-87.5390625,-85.078125
4,-87.5390625,-84.0234375
4,-87.5390625,-82.96875
4,-87.5390625,-81.9140625
4,-87.5390625,-80.859375
4,-87.5390625,-79.8046875
4,-87.5390625,-78.75
4,-87.5390625,-77.6953125
4,-87.5390625,-76.640625
4,-87.5390625,-75.5859375
4,-87.5390625,-74.53125
4,-87.5390625,-73.4765625
4,-87.5390625,-72.421875
4,-87.5390625,-71.3671875
5,-87.5390625,-70.3125
5,-87.5390625,-69.2578125
5,-87.5390625,-68.203125
5,-87.5390625,-67.1484375
5,-87.5390625,-66.09375
5,-87.5390625,-65.0390625
5,-87.5390625,-63.984375
5,-87.5390625,-62.9296875
5,-87.5390625,-61.875
5,-87.5390625,-60.8203125
5,-87.5390625,-59.765625
5,-87.5390625,-58.7109375
5,-87.5390625,-57.65625
5,-87.5390625,-56.6015625
5,-87.5390625,-55.546875
5,-87.5390625,-54.4921875
5,-87.5390625,-53.4375
5,-87.5390625,-52.3828125
5,-87.5390625,-51.328125
5,-87.5390625,-50.2734375
5,-87.5390625,-49.21875
5,-87.5390625,-48.1640625
5,-87.5390625,-47.109375
5,-87.5390625,-46.0546875
5,-87.5390625,-45.0
5,-87.5390625,-43.9453125
5,-87.5390625,-42.890625
5,-87.5390625,-41.8359375
5,-87.5390625,-40.78125
5,-87.5390625,-39.7265625
5,-87.5390625,-38.671875
5,-87.5390625,-37.6171875
5,-87.5390625,-36.5625
5,-87.5390625,-35.5078125
5,-87.5390625,-34.453125
5,-87.5390625,-33.3984375
5,-87.5390625,-32.34375
5,-87.5390625,-31.2890625
5,-87.5390625,-30.234375
5,-87.5390625,-29.1796875
5,-87.5390625,-28.125
5,-87.5390625,-27.0703125
5,-87.5390625,-26.015625
5,-87.5390625,-24.9609375
5,-87.5390625,-23.90625
5,-87.5390625,-22.8515625
5,-87.5390625,-21.796875
5,-87.5390625,-20.7421875
5,-87.5390625,-19.6875
5,-87.5390625,-18.6328125
5,-87.5390625,-17.578125
4,-87.5390625,-16.5234375
4,-87.5390625,-15.46875
4,-87.5390625,-14.4140625
4,-87.5390625,-13.359375
4,-87.5390625,-12.3046875
4,-87.5390625,-11.25
4,-87.5390625,-10.1953125
4,-87.5390625,-9.140625
4,-87.5390625,-8.0859375
4,-87.5390625,-7.03125
4,-87.5390625,-5.9765625
4,-87.5390625,-4.921875
4,-87.5390625,-3.8671875
3,-87.5390625,-2.8125
3,-87.5390625,-1.7578125
3,-87.5390625,-0.703125
3,-87.5390625,0.3515625
3,-87.5390625,1.40625
3,-87.5390625,2.4609375
3,-87.5390625,3.515625
3,-87.5390625,4.5703125
3,-87.5390625,5.625
3,-87.5390625,6.6796875
3,-87.5390625,7.734375
3,-87.5390625,8.7890625
3,-87.5390625,9.84375
3,-87.5390625,10.8984375
3,-87.5390625,11.953125
3,-87.5390625,13.0078125
3,-87.5390625,14.0625
3,-87.5390625,15.1171875
3,-87.5390625,16.171875
3,-87.5390625,17.2265625
3,-87.5390625,18.28125
3,-87.1875,-117.7734375
3,-87.1875,-116.71875
3,-87.1875,-115.6640625
3,-87.1875,-114.609375
3,-87.1875,-113.5546875
3,-87.1875,-112.5
3,-87.1875,-111.4453125
3,-87.1875,-110.390625
3,-87.1875,-109.3359375
3,-87.1875,-108.28125
3,-87.1875,-107.2265625
3,-87.1875,-106.171875
3,-87.1875,-105.1171875
3,-87.1875,-104.0625
3,-87.1875,-103.0078125
4,-87.1875,-101.953125
4,-87.1875,-100.8984375
4,-87.1875,-99.84375
4,-87.1875,-98.7890625
4,-87.1875,-97.734375
4,-87.1875,-96.6796875
4,-87.1875,-95.625
4,-87.1875,-94.5703125
4,-87.1875,-93.515625
4,-87.1875,-92.4609375
4,-87.1875,-91.40625
4,-87.1875,-90.3515625
4,-87.1875,-89.296875
4,-87.1875,-88.2421875
4,-87.1875,-87.1875
4,-87.1875,-86.1328125
4,-87.1875,-85.078125
4,-87.1875,-84.0234375
5,-87.1875,-82.96875
5,-87.1875,-81.9140625
5,-87.1875,-80.859375
5,-87.1875,-79.8046875
5,-87.1875,-78.75
5,-87.1875,-77.6953125
5,-87.1875,-76.640625
5,-87.1875,-75.5859375
5,-87.1875,-74.53125
5,-87.1875,-73.4765625
5,-87.1875,-72.421875
5,-87.1875,-71.3671875
5,-87.1875,-70.3125
5,-87.1875,-69.2578125
5,-87.1875,-68.203125
5,-87.1875,-67.1484375
5,-87.1875,-66.09375
5,-87.1875,-65.0390625
5,-87.1875,-63.984375
6,-87.1875,-62.9296875
6,-87.1875,-61.875
6,-87.1875,-60.8203125
6,-87.1875,-59.765625
6,-87.1875,-58.7109375
6,-87.1875,-57.65625
6,-87.1875,-56.6015625
6,-87.1875,-55.546875
6,-87.1875,-54.4921875
6,-87.1875,-53.4375
6,-87.1875,-52.3828125
6,-87.1875,-51.328125
6,-87.1875,-50.2734375
6,-87.1875,-49.21875
6,-87.1875,-48.1640625
6,-87.1875,-47.109375
6,-87.1875,-46.0546875
6,-87.1875,-45.0
6,-87.1875,-43.9453125
6,-87.1875,-42.890625
6,-87.1875,-41.8359375
6,-87.1875,-40.78125
6,-87.1875,-39.7265625
6,-87.1875,-38.671875
6,-87.1875,-37.6171875
6,-87.1875,-36.5625
6,-87.1875,-35.5078125
6,-87.1875,-34.453125
6,-87.1875,-33.3984375
6,-87.1875,-32.34375
6,-87.1875,-31.2890625
6,-87.1875,-30.234375
6,-87.1875,-29.1796875
6,-87.1875,-28.125
6,-87.1875,-27.0703125
6,-87.1875,-26.015625
5,-87.1875,-24.9609375
5,-87.1875,-23.90625
5,-87.1875,-22.8515625
5,-87.1875,-21.796875
5,-87.1875,-20.7421875
5,-87.1875,-19.6875
5,-87.1875,-18.6328125
5,-87.1875,-17.578125
5,-87.1875,-16.5234375
5,-87.1875,-15.46875
5,-87.1875,-14.4140625
5,-87.1875,-13.359375
5,-87.1875,-12.3046875
5,-87.1875,-11.25
4,-87.1875,-10.1953125
4,-87.1875,-9.140625
4,-87.1875,-8.0859375
4,-87.1875,-7.03125
4,-87.1875,-5.9765625
4,-87.1875,-4.921875
4,-87.1875,-3.8671875
4,-87.1875,-2.8125
4,-87.1875,-1.7578125
4,-87.1875,-0.703125
4,-87.1875,0.3515625
4,-87.1875,1.40625
4,-87.1875,2.4609375
4,-87.1875,3.515625
4,-87.1875,4.5703125
4,-87.1875,5.625
4,-87.1875,6.6796875
3,-87.1875,7.734375
3,-87.1875,8.7890625
3,-87.1875,9.84375
3,-87.1875,10.8984375
3,-87.1875,11.953125
3,-87.1875,13.0078125
3,-87.1875,14.0625
3,-87.1875,15.1171875
3,-87.1875,16.171875
3,-87.1875,17.2265625
3,-87.1875,18.28125
3,-87.1875,19.3359375
3,-87.1875,20.390625
3,-87.1875,21.4453125
3,-87.1875,22.5
3,-87.1875,23.5546875
3,-87.1875,24.609375
3,-86.8359375,-125.15625
3,-86.8359375,-124.1015625
3,-86.8359375,-123.046875
3,-86.8359375,-121.9921875
3,-86.8359375,-120.9375
3,-86.8359375,-119.8828125
3,-86.8359375,-118.828125
3,-86.8359375,-117.7734375
3,-86.8359375,-116.71875
3,-86.8359375,-115.6640625
3,-86.8359375,-114.609375
3,-86.8359375,-113.5546875
3,-86.8359375,-112.5
3,-86.8359375,-111.4453125
3,-86.8359375,-110.390625
3,-86.8359375,-109.3359375
3,-86.8359375,-108.28125
4,-86.8359375,-107.2265625
4,-86.8359375,-106.171875
4,-86.8359375,-105.1171875
4,-86.8359375,-104.0625
4,-86.8359375,-103.0078125
4,-86.8359375,-101.953125
4,-86.8359375,-100.8984375
4,-86.8359375,-99.84375
4,-86.8359375,-98.7890625
4,-86.8359375,-97.734375
4,-86.8359375,-96.6796875
4,-86.8359375,-95.625
4,-86.8359375,-94.5703125
4,-86.8359375,-93.515625
4,-86.8359375,-92.4609375
5,-86.8359375,-91.40625
5,-86.8359375,-90.3515625
5,-86.8359375,-89.296875
5,-86.8359375,-88.2421875
5,-86.8359375,-87.1875
5,-86.8359375,-86.1328125
5,-86.8359375,-85.078125
5,-86.8359375,-84.0234375
5,-86.8359375,-82.96875
5,-86.8359375,-81.9140625
5,-86.8359375,-80.859375
5,-86.8359375,-79.8046875
5,-86.8359375,-78.75
5,-86.8359375,-77.6953125
5,-86.8359375,-76.640625
5,-86.8359375,-75.5859375
6,-86.8359375,-74.53125
6,-86.8359375,-73.4765625
6,-86.8359375,-72.421875
6,-86.8359375,-71.3671875
6,-86.8359375,-70.3125
6,-86.8359375,-69.2578125
6,-86.8359375,-68.203125
6,-86.8359375,-67.1484375
6,-86.8359375,-66.09375
6,-86.8359375,-65.0390625
6,-86.8359375,-63.984375
6,-86.8359375,-62.9296875
6,-86.8359375,-61.875
6,-86.8359375,-60.8203125
6,-86.8359375,-59.765625
6,-86.8359375,-58.7109375
7,-86.8359375,-57.65625
7,-86.8359375,-56.6015625
7,-86.8359375,-55.546875
7,-86.8359375,-54.4921875
7,-86.8359375,-53.4375
7,-86.8359375,-52.3828125
7,-86.8359375,-51.328125
7,-86.8359375,-50.2734375
7,-86.8359375,-49.21875
7,-86.8359375,-48.1640625
7,-86.8359375,-47.109375
7,-86.8359375,-46.0546875
7,-86.8359375,-45.0
7,-86.8359375,-43.9453125
7,-86.8359375,-42.890625
7,-86.8359375,-41.8359375
7,-86.8359375,-40.78125
7,-86.8359375,-39.7265625
7,-86.8359375,-38.671875
6,-86.8359375,-37.6171875
6,-86.8359375,-36.5625
6,-86.8359375,-35.5078125
6,-86.8359375,-34.453125
6,-86.8359375,-33.3984375
6,-86.8359375,-32.34375
6,-86.8359375,-31.2890625
6,-86.8359375,-30.234375
6,-86.8359375,-29.1796875
6,-86.8359375,-28.125
6,-86.8359375,-27.0703125
6,-86.8359375,-26.015625
6,-86.8359375,-24.9609375
6,-86.8359375,-23.90625
6,-86.8359375,-22.8515625
6,-86.8359375,-21.796875
6,-86.8359375,-20.7421875
6,-86.8359375,-19.6875
6,-86.8359375,-18.6328125
6,-86.8359375,-17.578125
6,-86.8359375,-16.5234375
5,-86.8359375,-15.46875
5,-86.8359375,-14.4140625
5,-86.8359375,-13.359375
5,-86.8359375,-12.3046875
5,-86.8359375,-11.25
5,-86.8359375,-10.1953125
5,-86.8359375,-9.140625
5,-86.8359375,-8.0859375
5,-86.8359375,-7.03125
5,-86.8359375,-5.9765625
5,-86.8359375,-4.921875
5,-86.8359375,-3.8671875
5,-86.8359375,-2.8125
4,-86.8359375,-1.7578125
4,-86.8359375,-0.703125
4,-86.8359375,0.3515625
4,-86.8359375,1.40625
4,-86.8359375,2.4609375
4,-86.8359375,3.515625
4,-86.8359375,4.5703125
4,-86.8359375,5.625
4,-86.8359375,6.6796875
4,-86.8359375,7.734375
4,-86.8359375,8.7890625
4,-86.8359375,9.84375
4,-86.8359375,10.8984375
4,-86.8359375,11.953125
4,-86.8359375,13.0078125
4,-86.8359375,14.0625
3,-86.8359375,15.1171875
3,-86.8359375,16.171875
3,-86.8359375,17.2265625
3,-86.8359375,18.28125
3,-86.8359375,19.3359375
3,-86.8359375,20.390625
3,-86.8359375,21.4453125
3,-86.8359375,22.5
3,-86.8359375,23.5546875
3,-86.8359375,24.609375
3,-86.8359375,25.6640625
3,-86.8359375,26.71875
3,-86.8359375,27.7734375
3,-86.8359375,28.828125
3,-86.8359375,29.8828125
3,-86.484375,-128.3203125
3,-86.484375,-127.265625
3,-86.484375,-126.2109375
3,-86.484375,-125.15625
3,-86.484375,-124.1015625
3,-86.484375,-123.046875
3,-86.484375,-121.9921875
3,-86.484375,-120.9375
3,-86.484375,-119.8828125
3,-86.484375,-118.828125
3,-86.484375,-117.7734375
3,-86.484375,-116.71875
3,-86.484375,-115.6640625
3,-86.484375,-114.609375
3,-86.484375,-113.5546875
4,-86.484375,-112.5
4,-86.484375,-111.4453125
4,-86.484375,-110.390625
4,-86.484375,-109.3359375
4,-86.484375,-108.28125
4,-86.484375,-107.2265625
4,-86.484375,-106.171875
4,-86.484375,-105.1171875
4,-86.484375,-104.0625
4,-86.484375,-103.0078125
4,-86.484375,-101.953125
4,-86.484375,-100.8984375
4,-86.484375,-99.84375
5,-86.484375,-98.7890625
5,-86.484375,-97.734375
5,-86.484375,-96.6796875
5,-86.484375,-95.625
5,-86.484375,-94.5703125
5,-86.484375,-93.515625
5,-86.484375,-92.4609375
5,-86.484375,-91.40625
5,-86.484375,-90.3515625
5,-86.484375,-89.296875
5,-86.484375,-88.2421875
5,-86.484375,-87.1875
5,-86.484375,-86.1328125
6,-86.484375,-85.078125
6,-86.484375,-84.0234375
6,-86.484375,-82.96875
6,-86.484375,-81.9140625
6,-86.484375,-80.859375
6,-86.484375,-79.8046875
6,-86.484375,-78.75
6,-86.484375,-77.6953125
6,-86.484375,-76.640625
6,-86.484375,-75.5859375
6,-86.484375,-74.53125
6,-86.484375,-73.4765625
6,-86.484375,-72.421875
6,-86.484375,-71.3671875
7,-86.484375,-70.3125
7,-86.484375,-69.2578125
7,-86.484375,-68.203125
7,-86.484375,-67.1484375
7,-86.484375,-66.09375
7,-86.484375,-65.0390625
7,-86.484375,-63.984375
7,-86.484375,-62.9296875
7,-86.484375,-61.875
7,-86.484375,-60.8203125
7,-86.484375,-59.765625
7,-86.484375,-58.7109375
7,-86.484375,-57.65625
7,-86.484375,-56.6015625
7,-86.484375,-55.546875
7,-86.484375,-54.4921875
7,-86.484375,-53.4375
7,-86.484375,-52.3828125
7,-86.484375,-51.328125
7,-86.484375,-50.2734375
7,-86.484375,-49.21875
7,-86.484375,-48.1640625
7,-86.484375,-47.109375
7,-86.484375,-46.0546875
7,-86.484375,-45.0
7,-86.484375,-43.9453125
7,-86.484375,-42.890625
7,-86.484375,-41.8359375
7,-86.484375,-40.78125
7,-86.484375,-39.7265625
7,-86.484375,-38.671875
7,-86.484375,-37.6171875
